Sigla,Descrição da Sigla,Componente,Descrição do Componente,Domínio Funcional
SPAG-PIXX,Sistema de Pagamentos - PIX,ang-spag-pixx-tmfe,Este é um **Micro Frontend (TMFE)** desenvolvido em Angular 7 para o sistema SPAG-PIXX do Banco Votorantim. Trata-se de uma biblioteca Angular configurada como Web Component (Angular Elements) com suporte a Progressive Web App (PWA). O projeto segue a arquitetura SPA (Single Page Application) do banco e é empacotado como uma biblioteca reutilizável que pode ser integrada em outras aplicações. A aplicação é containerizada com Docker e implantada no OpenShift.,02.03 - Transação e Processamento
SPAG-SPIB,Sistema de Pagamentos - SPIB,sboot-spag-spib-atom-auditoria-transacao,"O sistema **sboot-spag-spib-atom-auditoria-transacao** é um serviço atômico desenvolvido em Java com Spring Boot, responsável por registrar e consultar auditorias de transações do sistema PIX (Sistema de Pagamentos Instantâneos Brasileiro). O sistema armazena informações detalhadas sobre requisições e respostas de transações PIX, incluindo dados de certificados digitais, headers HTTP, URLs, identificadores de mensagens e metadados de transações tanto do SPI (Sistema de Pagamentos Instantâneos) q",05.02 - Logs e Auditoria
SPAG-SPIB,Sistema de Pagamentos - SPIB,sboot-spag-spib-orch-auditoria,"Sistema orquestrador de auditoria para mensagens PIX (Sistema de Pagamentos Instantâneos Brasileiro). O componente é responsável por receber mensagens de auditoria via Google Cloud Pub/Sub, armazenar XMLs no FileNet (via serviço IGED) e registrar metadados em um banco de dados de auditoria. Utiliza Apache Camel para orquestração de rotas e integração entre sistemas.",05.02 - Logs e Auditoria
SPAG-SPIB,Sistema de Pagamentos - SPIB,sboot-spag-spib-orch-enviar-mensagem-ba,"O sistema **sboot-spag-spib-orch-enviar-mensagem-ba** é um orquestrador responsável por enviar mensagens do Sistema de Pagamentos Instantâneos (PIX) ao Banco Central do Brasil (BACEN). Ele consome mensagens de uma fila PubSub, processa XMLs de transações PIX (pagamentos, devoluções, confirmações), assina digitalmente utilizando HSM Dinamo, envia ao BACEN via HTTPS, registra auditoria e métricas, e publica eventos para remoção de tokens de rate limiting. O sistema atua como intermediário crítico ",02.03 - Transação e Processamento
SPAG-SPIB,Sistema de Pagamentos - SPIB,sboot-spag-spib-orch-enviar-mensagem-bvsa,"Sistema responsável por enviar mensagens SPI (Sistema de Pagamentos Instantâneos) para o BACEN (Banco Central do Brasil) através do protocolo PIX. O sistema consome mensagens de uma fila PubSub do Google Cloud, processa mensagens XML (pacs.002, pacs.004, pacs.008, entre outras), realiza comunicação segura com o BACEN via HSM Dinamo, e publica eventos de auditoria e métricas. Atua como orquestrador no fluxo de envio de mensagens do Banco Votorantim para o Sistema de Pagamentos Instantâneos.",02.03 - Transação e Processamento
SPAG-SPIB,Sistema de Pagamentos - SPIB,sboot-spag-spib-orch-enviar-mensagem-secundario,"Sistema orquestrador responsável pelo envio de mensagens do Canal Secundário do PIX para o BACEN (Banco Central do Brasil) via API HSM Dinamo. O sistema consome mensagens de filas PubSub do Google Cloud Platform, processa mensagens XML no padrão ISO 20022 (pacs.008, pacs.002, etc.), realiza assinatura digital via HSM, envia ao BACEN e registra auditoria. Suporta múltiplos ISPBs (BV, BVSA e Bankly) com configurações distintas de certificados e credenciais.",02.03 - Transação e Processamento
SPAG-SPIB,Sistema de Pagamentos - SPIB,sboot-spag-spib-orch-enviar-mensagem,"Sistema responsável por enviar mensagens XML do Sistema de Pagamentos Instantâneos (SPI/PIX) para o Banco Central do Brasil (BACEN). O serviço consome mensagens de filas do Google Pub/Sub, processa mensagens nos formatos PACS.002, PACS.004 e PACS.008, realiza assinatura digital via HSM Dinamo, envia para o BACEN via HTTPS e registra métricas e auditoria do processamento.",02.03 - Transação e Processamento
SPAG-SPIB,Sistema de Pagamentos - SPIB,sboot-spag-spib-orch-receber-mensagem-ba,"O sistema **sboot-spag-spib-orch-receber-mensagem-ba** é um orquestrador desenvolvido em Java com Spring Boot e Apache Camel, responsável por receber mensagens do Sistema de Pagamentos Instantâneos (PIX) do Banco Central do Brasil (BACEN). O componente realiza polling periódico no endpoint do BACEN via HSM Dinamo, processa mensagens no formato multipart/mixed contendo XMLs de transações PIX (PACS.002, PACS.004, PACS.008), extrai informações relevantes, gera métricas de liquidação e indicadores d",02.03 - Transação e Processamento
SPAG-SPIB,Sistema de Pagamentos - SPIB,sboot-spag-spib-orch-receber-mensagem-bvsa,"O sistema **sboot-spag-spib-orch-receber-mensagem-bvsa** é um serviço stateless desenvolvido em Java com Spring Boot, responsável por receber mensagens do Sistema de Pagamentos Instantâneos (SPI/PIX) do Banco Central do Brasil. O componente atua como orquestrador que: - Realiza polling periódico no endpoint do Banco Central (BACEN) para buscar mensagens PIX - Utiliza HSM (Hardware Security Module) Dinamo para comunicação segura com certificados digitais - Processa mensagens nos formatos PACS.002",02.03 - Transação e Processamento
SPAG-SPIB,Sistema de Pagamentos - SPIB,sboot-spag-spib-orch-receber-mensagem-secundario-ba,"Sistema de orquestração para recebimento de mensagens secundárias do Banco Central (BACEN) através do canal BA (Banco Agente) no contexto do SPI (Sistema de Pagamentos Instantâneos - PIX). O sistema realiza polling periódico no BACEN utilizando comunicação segura via HSM Dinamo, processa mensagens XML (PACS.002, PACS.004, PACS.008, ADMI.002), e publica em filas do Google Cloud Pub/Sub para processamento posterior e auditoria.",02.03 - Transação e Processamento
SPAG-SPIB,Sistema de Pagamentos - SPIB,sboot-spag-spib-orch-receber-mensagem-secundario-bvsa,"Sistema orquestrador responsável por receber mensagens PIX do canal secundário BVSA (Banco Votorantim S.A.) através do BACEN (Banco Central do Brasil). O sistema realiza polling periódico no endpoint do BACEN utilizando comunicação segura via HSM Dinamo, processa as mensagens recebidas (PACS.002 e PACS.008), e as publica em filas do Google Cloud Pub/Sub para processamento posterior. Também gera mensagens de auditoria para rastreabilidade das operações.",02.03 - Transação e Processamento
SPAG-SPIB,Sistema de Pagamentos - SPIB,sboot-spag-spib-orch-receber-mensagem-secundario,"O sistema **sboot-spag-spib-orch-receber-mensagem-secundario** é um orquestrador baseado em Apache Camel e Spring Boot responsável por receber mensagens do Sistema de Pagamentos Instantâneos (SPI/PIX) através de um canal secundário do Banco Central (BACEN). O componente realiza polling periódico no endpoint do BACEN utilizando comunicação segura via HSM Dinamo, processa as mensagens recebidas (principalmente PACS.002 e PACS.008), extrai informações de auditoria e metadados, e publica as mensagen",02.03 - Transação e Processamento
SPAG-SPIB,Sistema de Pagamentos - SPIB,sboot-spag-spib-orch-receber-mensagem,"O sistema **sboot-spag-spib-orch-receber-mensagem** é um serviço stateless desenvolvido em Java com Spring Boot para receber mensagens do Sistema de Pagamentos Instantâneos (SPI/PIX) do Banco Central do Brasil. O sistema realiza polling periódico no endpoint do BACEN para buscar mensagens PIX (PACS.002, PACS.004, PACS.008), processa essas mensagens, extrai informações de auditoria e métricas, e as encaminha para filas do Google Cloud Pub/Sub para processamento posterior. A comunicação com o BACE",02.03 - Transação e Processamento
SPAG-SPIB,Sistema de Pagamentos - SPIB,sboot-spag-spib-orch-tratar-mensagem,"O sistema **sboot-spag-spib-orch-tratar-mensagem** é um serviço stateless desenvolvido em Java com Spring Boot, responsável por orquestrar o tratamento de mensagens do Sistema de Pagamentos Instantâneos (SPI/PIX) do Banco Central do Brasil. O sistema atua como intermediário entre o Banco Central e os sistemas internos do Banco Votorantim, realizando as seguintes funções principais: - Recepção de mensagens XML do Banco Central via Google Cloud Pub/Sub - Validação e verificação de assinaturas digi",02.03 - Transação e Processamento
SPBB-BASE,SPB Bradesco - Base,ang-spbb-base-ispb,"O **ang-spbb-base-ispb** é um componente frontend desenvolvido em Angular 6, parte do módulo SPBB-BASE (Sistema de Pagamentos Brasileiro - Base). Trata-se de uma aplicação web moderna que utiliza o framework Angular para construção de interfaces de usuário, com deploy automatizado em ambiente OpenShift através de pipeline Jenkins integrado ao workflow BVFlow.",03.01 - Informações Corporativas
SPBB-BASE,SPB Bradesco - Base,sbatch-spbb-base-spbbv-envia-mensagem,"O sistema **sbatch-spbb-base-spbbv-envia-mensagem** é um componente de processamento batch desenvolvido com Spring Batch, projetado para execução em ambiente Kubernetes na plataforma Google Cloud. O componente faz parte do módulo SPBB-BASE e tem como objetivo o envio de mensagens, conforme indicado pelo nome do componente.",02.03 - Transação e Processamento
SPBB-BASE,SPB Bradesco - Base,sboot-spbb-base-acl-convivencia-envio-mensagens,"O **sboot-spbb-base-acl-convivencia-envio-mensagens** é um componente ACL (Anti-Corruption Layer - Camada Anti-Corrupção) desenvolvido em Spring Boot, pertencente ao módulo SPBB-BASE. Trata-se de uma aplicação responsável por intermediar a comunicação e envio de mensagens no contexto de convivência entre sistemas, isolando as regras de negócio de integrações externas e garantindo que mudanças em sistemas legados não afetem diretamente o core da aplicação. O componente é implantado na plataforma ",02.02 - Validações de Pagamento
SPBB-BASE,SPB Bradesco - Base,sboot-spbb-base-acl-convivencia-recebimento-mensagens,"Sistema ACL (Anti-Corruption Layer) responsável pelo recebimento de mensagens do Sistema de Pagamentos Brasileiro (SPB) através de filas IBM MQ e posterior encaminhamento para o Google Cloud Pub/Sub. O sistema atua como intermediário entre o Bacen e o SPB Core do Banco Votorantim, consumindo mensagens de diferentes filas MQ (participantes 655 - Votorantim e 413 - BV S.A.) e publicando-as em tópicos Pub/Sub para processamento posterior.",02.05 - Processamento de Recebimento
SPBB-BASE,SPB Bradesco - Base,sboot-spbb-base-acl-convivencia-replicacao,"O **sboot-spbb-base-acl-convivencia-replicacao** é um componente ACL (Anti-Corruption Layer - Camada Anti-Corrupção) desenvolvido em Spring Boot. Trata-se de uma camada de integração que atua como intermediária entre sistemas legados e novos, protegendo o domínio da aplicação de influências externas indesejadas. O componente faz parte do módulo SPBB-BASE e é implantado na plataforma OpenShift da Google Cloud.",02.03 - Transação e Processamento
SPBB-BASE,SPB Bradesco - Base,sboot-spbb-base-acl-integracao-legado,"O **sboot-spbb-base-acl-integracao-legado** é um Anti Corruption Layer (ACL) desenvolvido para intermediar a comunicação entre o SPB Core (Sistema de Pagamentos Brasileiro moderno) e o SPB legado. O sistema recebe mensagens via Google Cloud Pub/Sub, processa e encaminha para filas IBM MQ específicas de acordo com a instituição bancária (Banco Votorantim - código ISPB 59588111 ou Banco BVSA - código ISPB 01858774). Utiliza Apache Camel para orquestração de rotas e Spring Boot como framework base.",02.03 - Transação e Processamento
